;Lens Epithelial Cells;Macrophage - monocyte derived;Mallassez-derived cells;Mammary Epithelial Cell;Mast cell;mature adipocyte;Melanocyte;Meningeal Cells;mesenchymal precursor cell - adipose;mesenchymal precursor cell - bone marrow;mesenchymal precursor cell - cardiac;Mesenchymal stem cells - adipose;Mesenchymal Stem Cells - amniotic membrane;Mesenchymal Stem Cells - bone marrow;Mesenchymal stem cells - hepatic;Mesenchymal stem cells - umbilical;Mesenchymal Stem Cells - Vertebral;Mesenchymal Stem Cells - Wharton Jelly;Mesothelial Cells;migratory langerhans cells;Multipotent Cord Blood Unrestricted Somatic Stem Cells;Myoblast;nasal epithelial cells;Natural Killer Cells;Neural stem cells;Neurons;Neutrophil;Nucleus Pulposus Cell;Olfactory epithelial cells;Oligodendrocyte - precursors;Osteoblast;Pancreatic stromal cells;Pericytes;Perineurial Cells;Placental Epithelial Cells;Preadipocyte - breast;Preadipocyte - omental;Preadipocyte - perirenal;Preadipocyte - subcutaneous;Preadipocyte - visceral;promyelocytes;Prostate Epithelial Cells;Prostate Stromal Cells;Renal Cortical Epithelial Cells;Renal Epithelial Cells;Renal Glomerular Endothelial Cells;Renal Mesangial Cells;Renal Proximal Tubular Epithelial Cell;Retinal Pigment Epithelial Cells;salivary acinar cells;Schwann Cells;Sebocyte;Sertoli Cells;Skeletal Muscle Cells;Skeletal muscle cells differentiated into Myotubes;Skeletal Muscle Satellite Cells;Small Airway Epithelial Cells;Smooth muscle cells - airway;Smooth Muscle Cells - Aortic;Smooth Muscle Cells - Bladder;Smooth Muscle Cells - Brachiocephalic;Smooth Muscle Cells - Brain Vascular;Smooth Muscle Cells - Bronchial;Smooth Muscle Cells - Carotid;Smooth Muscle Cells - Colonic;Smooth Muscle Cells - Coronary Artery;Smooth Muscle Cells - Esophageal;Smooth Muscle Cells - Internal Thoracic Artery;Smooth Muscle Cells - Intestinal;Smooth Muscle Cells - Prostate;Smooth Muscle Cells - Pulmonary Artery;Smooth Muscle Cells - Subclavian Artery;Smooth Muscle Cells - Tracheal;Smooth Muscle Cells - Umbilical artery;Smooth Muscle Cells - Umbilical Vein;Smooth Muscle Cells - Uterine;Synoviocyte;tenocyte;Trabecular Meshwork Cells;Tracheal Epithelial Cells;Urothelial cells;Adipocyte - breast;Adipocyte - omental;Adipocyte - perirenal;Adipocyte - subcutaneous;Alveolar Epithelial Cells;Amniotic Epithelial Cells;amniotic membrane cells;Anulus Pulposus Cell;Astrocyte - cerebellum;Astrocyte - cerebral cortex;Basophils;Bronchial Epithelial Cell;Cardiac Myocyte;CD133+ stem cells - adult bone marrow derived;CD133+ stem cells - cord blood derived;CD14+ monocyte derived endothelial progenitor cells;CD14+ Monocytes;CD14+ CD16- Monocytes;CD14+ CD16+ Monocytes;CD14- CD16+ Monocytes;CD19+ B Cells;CD34 cells differentiated to erythrocyte lineage;CD34+ Progenitors;CD34+ stem cells - adult bone marrow derived;CD4+ T Cells;CD4+CD25+CD45RA- memory regulatory T cells;CD4+CD25+CD45RA+ naive regulatory T cells;CD4+CD25-CD45RA- memory conventional T cells;CD4+CD25-CD45RA+ naive conventional T cells;CD8+ T Cells;Chondrocyte;chorionic membrane cells;Ciliary Epithelial Cells;common myeloid progenitor CMP;Corneal Epithelial Cells;Dendritic Cells - monocyte immature derived;Dendritic Cells - plasmacytoid;Endothelial Cells - Aortic;Endothelial Cells - Artery;Endothelial Cells - Lymphatic;Endothelial Cells - Microvascular;Endothelial Cells - Thoracic;Endothelial Cells - Umbilical vein;Endothelial Cells - Vein;Eosinophils;Esophageal Epithelial Cells;Fibroblast - Aortic Adventitial;Fibroblast - Cardiac;Fibroblast - Choroid Plexus;Fibroblast - Conjunctival;Fibroblast - Dermal;Fibroblast - Gingival;Fibroblast - Lung;Fibroblast - Lymphatic;Fibroblast - Mammary;Fibroblast - Periodontal Ligament;Fibroblast - Pulmonary Artery;Fibroblast - skin;Fibroblast - Villous Mesenchymal;gamma delta positive T cells;Gingival epithelial cells;granulocyte macrophage progenitor;Hair Follicle Dermal Papilla Cells;Hair Follicle Outer Root Sheath Cells;Hepatic Sinusoidal Endothelial Cells;Hepatic Stellate Cells (lipocyte);Hepatocyte;immature langerhans cells;Intestinal epithelial cells (polarized);Iris Pigment Epithelial Cells;Keratinocyte - epidermal;Keratinocyte - oral;tpm.Keratocytes%2c%20donor1.CNhs11337.11527-119I6;tpm.Keratocytes%2c%20donor2.CNhs12095.11607-120I5;tpm.Keratocytes%2c%20donor3.CNhs12921.11688-122I5
chr17:56736656..56736674,-;0.857054986;0.702782942;0.822439287;3.238208481;76.14758513;18.91989103;1.512171543;0.933317375;15.26565356;12.08538841;11.64351407;2.585127386;1.82604967;3.075912903;0.450710611;8.787951887;4.273176646;0.387815147;1.773824385;10.09861753;0;1.794440128;8.337668876;156.1045855;0.635236561;16.33300835;0.207207757;2.675334199;0.71275684;1.12769629;3.915864848;0.434418072;3.296327965;2.764750443;0.302636053;0.404713998;0.374136054;7.420903322;6.111063955;2.44069419;8.470214368;1.203884648;1.885409104;0.154030674;1.793795143;1.528968376;2.720299922;3.654743816;3.17798433;1.664843821;2.856225853;2.172357935;4.595848196;8.63476095;9.869477614;1.6708204;0.94532779;4.758893749;6.334174994;31.10465522;2.148984406;0.6915718;0.255897791;4.101443958;1.221241387;1.578221514;2.2285276;3.406479802;3.705594475;1.504200227;2.182521781;3.30763151;3.201364148;7.732310859;1.851934948;5.419339842;1.235672353;1.404402763;2.469235344;4.321920272;0.693862226;0.428201048;0.81949093;0;5.128732936;6.827322603;0.321472234;4.339015131;6.394273695;2.279165643;2.269124857;136.8248238;4.564993521;3.86837554;128.303392;47.98142871;0.440178614;74.38558941;11.34103669;34.15342713;9.16476212;36.90697044;2.445652213;83.46421114;71.55392653;7.996046002;6.281643333;5.793256525;8.375956473;3.368857173;31.81220346;1.784929052;14.16879058;1.493912901;45.80911293;0.494379257;1.613364366;111.1378894;6.046783782;4.618381307;0.395424915;3.01305955;2.64845735;0.814259439;12.21960369;8.6523133;0;3.837463558;3.813087076;1.808234035;1.053062581;2.59223865;1.63577043;9.51861622;1.574530474;3.409201673;1.959003831;1.134321832;1.195807884;1.271382794;23.5250723;1.65526613;28.77583045;9.140580939;5.0552742;3.124780465;4.862529657;4.962688561;75.92057097;0.245976877;2.058813724;0.959705543;1.851768903;0.651616611;4.159739141;0.50269909
chr17:56769924..56770000,+;24.71108639;17.02201681;26.28324464;44.73711288;15.29553375;13.85151785;19.84621052;18.50295257;20.96749968;17.33281554;19.40425789;15.28549966;13.54190537;12.29390404;11.82068257;12.44902292;21.36588323;14.7369756;18.76869837;15.74787848;21.86036988;13.67752733;21.37034973;6.361950905;25.14867651;20.37242826;5.617169716;9.276323837;9.543528546;25.37316652;15.12313273;18.41932627;7.948068783;20.66777406;12.66246462;11.43758013;17.99410169;7.420903322;16.52362794;18.6217978;22.68160045;15.99900563;19.14608746;15.14011265;12.17187355;11.10165124;8.231249738;16.28280083;16.10280241;15.1227333;15.53570404;16.65166207;24.7460447;15.79272413;12.16580742;21.01311307;13.81561866;14.85006797;11.51918078;14.9302345;11.70178467;17.85913027;7.780266368;4.539794261;16.94374832;11.66318384;11.46347615;7.922142062;33.14448392;15.43581278;12.69196031;10.5527353;15.10215161;8.737364008;14.62404721;15.9140546;12.67492102;13.74558066;12.15452016;9.447223602;7.133963833;12.70713087;15.52293403;9.595723765;11.0227;9.184410612;7.662783197;18.94874345;9.093121315;10.33251055;30.2434212;10.59068839;10.34893375;11.40807557;25.54323822;19.19257148;13.15271935;5.166862733;9.665307527;16.52614534;15.97079526;18.95018435;51.46806086;7.407749357;36.00684848;20.28112609;23.07670053;20.34698774;23.17126193;21.80865578;18.28189792;13.745054;26.1275344;23.31914407;3.741999996;8.232451506;14.76710805;5.700754792;14.96979898;14.56804372;20.49718054;10.23859323;15.08060215;26.50804849;17.541809;0.439268058;4.313572749;18.28585534;14.83897858;10.92672936;13.0786984;18.23467618;16.14362998;9.99630076;2.899922857;7.462339895;18.41899228;36.63859516;18.89565037;9.673431414;16.17664574;14.27530286;28.65059844;7.789789443;12.79120995;16.37779794;13.42661432;9.341701763;5.097746034;19.43217329;19.38716256;12.89129117;26.57288376;11.07748238;9.359413068;17.59446816
chr17:57184088..57184133,-;9.087185098;8.70942881;6.842216852;6.458012817;9.157690612;6.434652082;7.254039507;5.861732446;4.216554155;7.795333217;10.84408764;5.838287752;8.306016381;3.710352507;9.730515443;4.621842037;7.47805913;9.566106966;10.46073665;3.755363941;16.92725775;8.957079111;5.066549992;6.180925996;14.907578;10.92363783;12.1719675;7.149012181;6.312913714;3.383088869;6.284484187;9.209663134;2.55329786;7.638162768;1.413120777;5.643564591;7.342089531;7.420903322;5.704697085;7.567909094;14.04230313;5.955930779;7.179950187;4.24167398;4.226926127;8.223549499;2.724717949;2.415904202;8.0163376;7.748928221;8.39427548;4.615687231;6.716732169;7.847539412;4.998003014;7.408602605;10.89317576;6.419246068;8.531649563;3.732558626;13.04109438;13.05759982;4.705164865;3.634698565;8.348446759;9.47889166;4.824894026;8.756007161;6.175990792;7.583018467;8.567352009;7.418768322;4.340295854;7.516733921;6.844211435;5.544443727;9.911267712;6.854458579;5.331062257;5.352986499;5.785932301;5.904261403;6.873439843;7.851046717;2.978391435;2.792810346;3.057928085;3.62720127;5.809251658;3.903509506;13.02613882;5.393440525;4.5156759;8.29940411;6.459209665;0;11.36628667;3.574627753;5.585817348;5.134187073;5.275035535;3.852466061;4.351536739;9.289971206;6.852132404;8.076862079;8.521473978;8.083025382;9.574911587;6.391655851;7.475082123;7.951074298;6.826421054;8.347794126;11.22599999;0.858674545;8.766763641;3.98404533;9.827497764;9.922569971;14.40778868;5.901493245;7.798948402;16.42513051;7.373258504;19.08690213;0.72682342;9.359562672;10.26584834;6.604074895;4.417108593;8.1142397;7.43070569;4.906956902;1.574530474;0.933438709;9.807357479;9.188006836;6.071682768;6.208855534;4.573956064;6.418386576;10.99126217;5.060909649;2.604678783;11.53539603;4.227742291;6.317833418;3.17186129;9.470109768;5.66173774;4.095370521;4.259068477;4.88712458;3.119804356;6.032389082
chr17:57184170..57184257,-;11.84226924;2.256248535;7.125544967;9.950084709;4.79721741;5.586908368;3.081130842;4.186170926;5.006046905;10.25005851;9.25462268;1.107100195;10.36248702;3.989535234;4.136767667;1.35021771;6.142691428;8.014846377;12.59707426;6.859000805;19.2531988;7.970361877;12.04418325;16.43052075;17.33693964;14.19958134;1.120961286;7.669690321;8.639858352;6.202329594;5.464923177;6.081853013;3.782016274;5.561799043;4.035870637;4.272816405;7.87758844;5.936722658;5.002295609;7.417631513;8.95373339;8.436612232;5.759084129;7.911179137;5.81991983;3.264010984;6.01813084;5.630269579;7.916496506;7.101869708;2.436875723;5.227818865;8.902321417;7.314413946;7.047793661;6.300622178;7.709132247;10.00565175;9.162004567;8.709303461;19.36545227;8.999176546;4.189041274;14.83168005;6.47959411;9.736729192;3.785502047;12.50409844;4.940792634;6.256290223;7.373703459;11.822486;4.561153603;8.481759196;4.419128507;4.232036126;9.433106239;9.069063949;3.76948912;8.551356547;4.021450127;6.144356827;6.486857853;5.234031145;6.268580835;2.378538082;6.492053649;7.418424365;7.44019574;4.986005058;13.64252023;4.86687945;9.016371484;3.862588881;3.523205272;0;3.146566311;1.137673729;0.905621042;0.916091289;1.440590252;16.25742941;4.085910285;7.407749357;4.513101413;11.61566141;11.78600087;10.32582283;11.20640759;9.600264582;15.99763657;6.29409885;4.976642585;14.02680682;8.731333325;2.740545416;1.264833279;3.920065243;6.142988178;5.580529832;8.245264352;6.228389741;4.010093918;7.2118118;4.592321586;0.439268058;1.017552788;9.773833688;11.10355917;6.864972114;3.889539406;6.640703385;9.004676144;5.196446102;2.909521567;1.166798386;7.988936976;6.579066623;6.860812954;1.560728603;12.71068188;6.521212758;5.109863523;7.358411053;8.692117027;3.479172019;4.096515468;4.735279119;5.169412982;11.31493635;6.348008981;11.66809126;7.499664058;2.606466442;2.079869571;5.529689992
chr17:57184349..57184366,+;0.0777797;0.362319554;0.055994043;0.12673082;0.197398529;0.381908924;0.052914912;0.169766118;0;0.210124637;0.267754096;0.211325688;0.520037185;0;0;0;0;0.387815147;0.03332433;0.054521798;0;0.059686988;0;0.11465687;0.254094624;0.11167751;0;0.207620671;0.443940045;0;0.152373489;0.173767229;0.414088268;0.058736708;0.554784798;0.248107808;0.235375097;0;0.249293561;0.239197321;0;0;0.224656298;0.038507669;0.035183876;0.042523426;0;0;0;0;0.1739459;0;0;0.152088402;0.160192596;0.388266059;0.055094972;0.191672509;0.133076508;1.244186209;0.239811489;0;0.683836779;0.367717296;0.19074063;0.067394161;0;0.038522399;0;0.132494791;0.051790166;0.329938743;0.076971992;0.077455875;0.065499361;0.34604829;0.516908348;0.462175629;0.116644907;0;0;0.107050262;0.427547264;0;0.68233221;0;0;0.303762028;0.185649529;0.373131225;0.045624808;0.259064558;0.106366128;0;0.293600439;0;0.160497014;0.094446106;0.249889437;0.281058959;0.476585079;0.280513849;0;0;0.131692042;0.193952698;0.20588769;0.058777872;0.254639099;0.255195724;0.277044547;0.324880386;0.284011979;0;0;0.901764563;0.201441207;0.282812917;0.141326985;0.139833145;0.258416759;0.469054493;0.18383154;0.179684021;0.49962363;0;0;0.048069436;0.115431543;0.050452476;0.322018986;0.154300909;0.173144844;0.869155277;0;0.116679839;0.270580295;0.453728733;0.339319887;0.069100722;0.252162351;0;0;0;0.721879482;0;0.069359791;0.393859938;0.112486946;0;0;0.444765597;0.092588445;0.325808305;1.039934785;0.251349545
chr17:57232525..57232584,-;47.34703878;17.04989784;68.95744918;34.45079022;39.01749108;29.01478328;34.89452148;66.71050488;33.7013876;29.14053252;32.86376217;24.50917151;36.62480532;29.56887943;21.40550722;20.0180126;78.7866944;21.84691996;25.46711018;11.37305914;30.67698461;32.59312556;21.23938369;10.68719358;131.3718956;89.82775425;4.222583208;26.06313369;24.87828198;59.20405521;29.90194514;42.39920386;16.61903465;67.79542726;21.43886812;17.13612839;16.09065273;14.84180664;30.68096662;47.74022995;20.13731558;26.42380419;31.06362719;31.51285493;25.68325717;26.15214011;18.42705598;26.31725418;34.05112276;24.46443511;40.9934829;20.5842407;25.26008938;31.28679622;18.96991809;41.54361596;23.87291253;38.81214461;17.4983198;31.10465522;22.66141217;40.88692018;14.26589575;10.4282114;40.28572943;17.2954264;29.95472413;25.72942059;92.02226281;36.86587008;26.7852965;21.66730147;47.37667732;19.96535489;41.86036043;47.6595821;21.95090021;36.26724881;16.11740563;13.87291753;15.8977367;17.15796524;20.7288944;14.82975491;9.735014182;16.22036561;22.08436703;21.12757658;37.00923721;33.60465642;100.4267563;13.01869056;19.99252547;36.67309858;40.22326019;9.596285742;16.05920184;7.585592587;18.77957044;32.3030063;34.91747682;17.26064471;207.5542787;18.32047809;46.87904334;38.04917167;47.02508992;26.03533931;55.29286781;37.84161094;23.24052052;33.56088877;35.50721648;49.77349274;1.247333332;16.46625215;18.70767558;14.57848566;12.43616604;28.76850395;23.06298471;19.70292026;32.58842222;52.66151283;12.43194678;8.6523133;7.656960482;42.17279655;34.93356733;34.98001474;24.98924929;36.80268825;52.51731701;40.34886352;18.19116031;21.79564165;56.96066757;71.46227539;40.90608308;32.98113435;27.56220682;52.38888842;8.311098389;21.82700088;17.71772838;20.13713541;31.50920718;15.24048769;16.53921465;39.2333119;57.30364864;31.91983886;51.57176395;17.26784018;24.95843485;12.06477816
chr17:57233087..57233146,+;14.03493555;6.310219237;5.731725078;30.49096782;6.475557931;0;12.59711729;52.58289258;11.53473123;3.347488277;9.03516851;16.07338793;4.739529904;21.38162209;6.27870685;8.677747069;22.70125093;1.034173726;1.733371982;0.340718515;3.664680341;13.77908892;5.10587779;0.560886475;33.19569966;9.835138393;0.774879441;8.011289653;11.17365615;17.47929249;28.19207977;19.54881326;5.455895792;30.85392866;7.260765641;0.966034187;1.961686013;0;15.66505493;26.21565946;0;5.449006368;16.9408534;23.83893648;13.22622207;23.12426925;8.347441015;20.14381057;17.13457524;2.986583506;32.91918415;15.33137794;5.623937545;18.19683478;9.39318311;23.42766967;4.446694596;6.929527804;10.01040836;6.220931043;9.036313468;10.43715047;6.657670582;8.69779192;12.79405006;10.03788872;14.32501032;4.756899164;48.17272818;12.7443751;13.80793851;10.25771405;26.26145323;16.85285968;16.0977599;10.13787033;2.85434503;8.973813449;17.05081932;13.68303964;6.791206465;2.167000139;1.381295446;0;0.508208458;8.875206725;16.42646216;3.070589602;9.648039252;19.2827431;46.10925506;1.343815108;14.44429559;7.306010912;3.816805711;0;2.275531563;1.006294556;1.207018281;2.257675765;1.668205618;0.831195953;40.08304573;1.781873769;8.827973729;4.322963539;5.393214406;0.609695964;7.416615493;5.932491268;0.262633815;18.36632915;3.840521717;22.39242527;0;17.0196767;3.276543254;0.079496875;17.69387089;23.45405488;7.201762249;11.56988095;23.1285741;56.17223711;11.8212743;0;6.49404301;20.30881077;16.23498314;19.32463;16.45173951;31.96476459;32.04362459;30.08586119;12.6755043;16.17469282;36.23273987;21.43868262;13.90648565;23.38052405;0.163651837;12.21332796;0.85164392;9.724259543;2.34716723;27.49913312;13.16132688;0;4.809725337;18.44826578;21.6175441;18.52706117;23.33228818;14.00975713;15.59902178;1.256747725
chr17:57287368..57287413,+;17.6385541;7.718218128;17.19747963;15.31955988;15.56674218;5.400072064;16.04230078;13.21398293;8.151579954;12.87681601;10.97007469;12.60185207;14.21858971;12.08534746;17.15437498;13.952763;10.14879453;15.64187761;18.42195998;15.49719077;14.58446399;14.43954291;11.68449933;10.98554971;17.9721762;23.69962071;6.34448619;14.84189596;9.819309354;16.3515962;14.57461521;16.68165398;8.695705713;13.46898812;16.60115697;19.28771795;20.74994443;14.84180664;13.1059709;14.80418702;8.470214368;17.33488641;14.30028283;13.23689828;11.91469938;10.38814352;11.72767763;8.728131885;16.1015062;10.86747638;8.51487941;17.50759634;25.61416963;11.45456282;11.85001181;11.00571849;11.86077217;14.92887942;16.8477026;8.709303461;14.53283368;15.34225615;14.40033666;11.22723935;13.06718211;20.06922028;12.37454725;18.99750381;14.41064518;13.48042644;9.106243971;15.01804388;13.27537487;13.902226;12.57775822;11.78098403;15.16982739;14.4866144;5.787541304;17.44938282;13.65790267;14.16698515;14.87196848;13.08507786;12.32854771;8.011977259;15.09570723;12.81578965;12.27317546;9.970683478;12.04566548;8.861442708;12.06468262;13.95886809;9.982414937;0;10.52866697;3.968272303;1.925019552;2.536936039;2.463919638;15.72097254;15.21773919;12.97485678;8.894510783;14.87564957;13.79681086;17.84449188;13.15925251;15.36253392;13.69068452;14.58551668;17.52862409;12.19677441;30.84111294;11.94147406;11.16550853;15.38196447;15.84459318;15.71227208;18.31183852;15.81820845;18.3275858;11.03617571;19.84425504;15.1586929;6.882769289;10.4095347;13.41775923;12.47460285;14.30577222;10.24323654;10.68524517;15.57059083;9.884518314;11.29087219;11.74753039;14.63275163;12.45086857;14.63503952;17.28463794;18.10631949;15.77055286;8.529738997;14.36584252;15.39359066;17.06299755;9.477672786;9.948291368;19.30918485;10.63720424;17.91363532;16.75850857;18.2452651;5.199673926;15.33232225
chr17:57297807..57297922,+;4.586738958;2.636353342;2.530693945;0.657250892;2.453939264;0.360485893;1.900402023;1.203699415;1.292589251;1.520185134;2.509419637;0;2.50273401;0.470893465;2.199101493;0.539453454;0.534147081;5.300140346;4.582730217;1.87147555;1.508056642;1.184194848;1.866505166;2.822851861;6.445141858;16.96170099;1.989601777;1.142644871;0.432441362;3.383088869;0.77198107;0.955719759;1.349016776;1.483699559;0.857420851;1.429697516;1.11206947;0;0.490803112;1.868134273;3.381644629;3.277790745;0.707267779;3.724735674;2.276650142;1.15473008;2.742537009;1.820386241;2.504907255;1.98528335;2.594338384;1.482633435;1.606839298;0.996550436;0.658641859;0.800413804;1.398431113;1.704511804;1.253022459;0;3.172974043;1.725521584;0.213969494;0.261649547;0.877622693;2.123482744;1.398704834;1.530939675;0.617599079;0.882486348;1.935288574;0.989535953;1.555980269;2.224989874;1.947045087;0.523428822;0.62164935;0.958680123;1.94104631;2.305554934;1.585499661;1.320381872;2.223548782;0;0.087061876;1.616674852;0.424503095;0.775897757;0.578930082;0.905454738;3.2345766;0.748245312;2.253925913;0.607154639;2.936004393;19.19257148;5.221473432;0.702838809;1.253561014;2.534403097;3.008421425;1.797137778;2.184216762;3.383841336;5.139214475;4.731704749;5.212556815;4.869989755;3.777173199;6.001377706;4.984224695;0.839738321;2.500038237;3.056337916;3.741999996;3.316778605;0.569079865;0.565625833;2.317994576;1.881438127;3.237746851;2.286583182;2.134370623;2.774389129;2.120975199;0;0.436094052;0.617690265;1.506853012;0.94884578;1.287384013;1.312165329;0.743567223;0;0.542926501;2.981117297;0.922783338;1.020889648;0.842903453;0.764877826;5.140052897;2.516115845;0.42582196;0;0.232183964;3.661404925;0.758372966;0.393859938;0.611874869;3.812641595;1.029406862;2.897477991;2.036945793;0.977424916;1.039934785;2.513495451
chr17:57408994..57409088,+;4.346857793;6.323402083;1.749244155;1.039570165;16.17309366;50.0963445;4.505922014;0.427217226;3.663716655;3.409367994;3.369127454;4.95930985;4.086523661;2.781970829;2.022086534;1.970816114;1.869514782;5.17086863;8.791699014;10.08245513;5.197489442;3.082550287;4.171186203;14.95334552;2.460287056;1.44338047;15.02254494;3.106367872;7.208313174;9.585418463;1.437887732;3.735995422;1.130729665;2.204993834;4.337591562;10.17064405;9.124000232;13.35762598;1.673323094;2.773448802;39.45294623;1.324132403;1.738624452;3.906381607;3.552988958;19.34527445;6.596588106;3.536495498;2.320667388;9.686769395;0.876261974;2.295263994;5.68864282;3.848358774;2.228709926;6.417839794;2.595416271;4.358567583;2.834878023;3.732558626;5.989016752;3.540944001;2.181623237;12.53832824;2.124805564;2.735661353;2.027484358;2.416954863;1.646930878;4.668411889;5.474134423;2.931249983;2.931074376;2.911934544;2.778199726;1.641030341;6.212492141;5.599845697;2.680300355;0.447952355;2.809937284;16.60007562;18.14487461;18.31910901;7.552222235;3.818256762;2.732513985;15.7006211;3.146244418;2.16221478;1.111942583;29.33599839;0.654826522;9.078922919;10.56961582;9.596285742;18.0453508;19.60633705;23.75774965;26.18406261;38.88285753;17.48404358;1.442085983;17.29980904;7.213940004;20.07134998;23.49689752;23.53200721;10.78276992;19.16243544;14.55794888;4.598689424;18.91058692;1.701374209;11.22599999;2.046392651;16.0147383;5.97297054;14.82118928;13.54996428;28.55853612;17.34743967;14.94380229;17.26302126;13.19870306;11.75942439;9.929787736;3.460106723;6.16519528;2.741894711;4.474651054;2.136709778;2.512307971;3.042108949;8.297482102;1.166798386;2.962184989;2.268643663;3.750525108;3.057126363;10.39535469;3.488683356;10.48533141;2.421794998;5.0552742;16.81556524;2.564635554;23.96985725;8.925935809;2.213791894;0.686271241;0.563818459;1.111061342;0.977424916;1.039934785;2.262145906
chr17:57642959..57643006,+;44.89185165;19.49364881;31.91330863;25.42219673;34.34932495;59.29643435;27.4497068;19.80549681;29.18391834;38.65219649;32.95746402;17.39733075;21.2422717;17.63373993;25.25365476;11.24485294;34.4524867;36.32535213;46.02648881;36.59397862;33.63964311;28.6138553;25.19253444;69.42571607;104.5674438;53.78489417;106.8035931;53.17983214;50.17258533;32.13934426;21.66857303;36.83865253;10.18809891;40.70477307;15.38790941;36.11459962;42.01519058;35.62033595;14.36160738;30.77066899;21.99679288;25.85821782;22.14957119;22.40133916;22.08576039;14.79373444;6.83995316;7.17430521;36.25280327;61.09741238;16.8229985;17.80192879;52.2564286;27.64102671;23.37395201;35.32433151;27.43159436;46.17026558;22.07435299;53.50000697;42.37405522;24.4577511;18.78305917;40.73478118;24.26097717;22.51734078;35.81019663;34.47309893;24.90982953;39.79899596;27.52690673;32.66463295;28.26739974;21.96040307;21.92859235;28.04979969;50.10820961;35.33391814;11.93537234;14.28867058;13.85556792;32.74624121;31.88302853;38.38289506;20.81221007;5.611887786;7.811139664;38.61721885;55.3273688;12.37694757;57.76687589;65.77984677;13.49713227;48.33636803;65.47289797;105.5591432;30.38764321;41.31852296;51.16032734;38.99706279;31.59043139;56.97329914;58.07113594;129.0633195;51.91891292;51.59627423;44.51385549;51.66676888;45.42613553;49.52640007;52.15938481;37.93073104;38.03738024;32.99690851;72.79788975;7.046082535;24.7978672;43.27352903;25.77142412;15.63534595;36.78749533;26.59327316;17.13694906;38.91262951;25.11222446;237.357561;18.88939046;31.55782921;28.66041655;26.73327445;42.21959794;25.3647129;38.01080345;17.22054662;8.0737943;10.60752576;31.22211745;25.29537684;43.81358866;16.39531226;49.42333774;30.91506523;41.89620242;25.88128338;28.57760168;13.29694662;10.59952512;18.50252528;49.10329645;29.76320213;33.79885863;19.00972448;38.88714697;5.212932885;5.199673926;29.40789678
chr17:57696926..57696968,-;1.218779713;0.642566772;0.421745311;1.112851355;3.210426048;6.461002965;1.795649997;1.613430954;0.84481424;1.05490002;0.454260921;0.081434046;1.051913418;1.137849343;0.831978602;2.44838399;2.136588323;0.90490201;0.334256906;1.310306236;1.268431786;0.718192704;1.049127621;3.574747489;0.254094624;2.998398557;5.773632266;1.981754902;0.403118092;0.563848145;1.435779716;0.78195253;1.78340019;0.517473679;1.716248349;1.478525946;0.598606227;1.484180664;0.344316013;0.335216128;0;1.276104991;1.195994866;0.869337762;0.57810481;2.390866082;0.862951691;0.383458431;1.762744673;1.940543087;1.386667849;0.911954527;1.896214273;1.85189693;1.368392257;0.972049673;0.789075037;0.776371006;1.650122249;2.488372417;0.829425998;0.316379425;1.025755169;4.792304906;0.697750235;0.409996128;1.300332677;1.18756826;0.617599079;0.87521088;1.739845533;0.843385658;0.526470478;1.145596537;0.304518281;0.824871558;0.650167493;1.132438044;4.241873491;1.354012601;0.665918197;1.064075375;1.747681241;0.872338524;3.502802454;0.956668652;0.600347747;2.715420779;0.972210634;1.922930485;1.568190667;5.88020218;2.373974354;2.271491152;4.697607029;0;1.256449324;10.42999183;3.037311315;3.238046547;3.193012413;1.921662765;2.732366453;7.809141677;1.976762703;2.688552772;3.496252248;3.738555794;2.436548917;1.359086978;1.801147832;1.253206817;1.755917735;0.897117973;2.494666664;1.517575583;0.267920187;2.052905297;0.736920496;1.112104244;0.693306725;1.598303118;0.551494621;0.717651518;3.809879191;3.953412523;3.830110924;0.709927544;1.551583095;2.150533681;1.375773498;0.538808654;1.055977662;1.107522749;0.479078761;0.116679839;0.827598822;1.020889648;0.790434719;2.596538453;1.990560424;0.668640143;7.885276428;4.970434689;0.696551892;2.273543985;2.505899243;0;1.448723629;2.951722525;0.17156781;0.825666913;0.370353781;0.977424916;3.119804356;1.256747725
