;celltypetarget_donor1;celltypetarget_donor2;celltypetarget_donor3;celltype2_donor1;celltype2_donor2;celltype3_donor1;celltype4_donor1;celltype4_donor2;celltype4_donor3;celltype5_donor1;celltype5_donor2;celltype6_donor1;celltype6_donor2;celltype7_donor1;celltype8_donor1;celltype8_donor2;celltype8_donor3;celltype9_donor1;celltype9_donor2;celltype9_donor3;celltype9_donor4;celltype9_donor5;celltype10_donor1;celltype10_donor2;celltype11_donor1;celltype11_donor2;celltype12_donor1;celltype12_donor2
chr11:47600598..47600642,+;119.1497327;100.2483761;75.03031815;76.24858144;59.16401646;76.88645354;60.53285298;111.4683692;72.71576204;80.10936629;50.04256458;77.12455462;120.1279328;65.45335573;86.08221646;82.28303012;62.68739109;91.97023221;68.6193717;89.16917615;52.95403548;84.98832887;87.33304769;62.95532557;63.03891229;48.50462413;60.19745013;60.47191264
chr11:47644281..47644329,-;2.535100696;0.982827217;1.181579813;0.280372344;0.18517689;0;0.116915931;0.099087442;0.189033463;0.029852841;0.124464243;0.41990395;0.64710186;0.122230476;0.362342926;0.189403005;0.513628804;0;1.173043427;0.197512933;0.047659331;0.205810084;0.534147081;0.258543432;0.84812375;0.239148589;0.813934535;0.330025957
chr11:47664021..47664063,-;88.72852438;106.1453394;77.39347778;52.04440336;33.4244287;26.42178904;28.59531679;45.9970774;63.62347763;57.32497081;11.04821224;44.59235052;51.72576424;45.79586383;44.99636668;37.12772059;42.28067082;31.79014952;43.18764537;35.23291697;40.76030116;29.77994825;37.39029565;40.46204703;42.44124161;20.92652743;43.2285872;44.39440908
chr11:47664072..47664125,-;89.99607472;80.59183177;93.93559516;79.00785438;55.83083243;85.54779569;59.23258685;86.13637243;80.77821679;77.53658251;34.3343405;58.33900718;103.5515699;99.76970485;72.39529803;77.71938206;68.13958664;75.9002526;89.0756681;102.7745992;54.71064516;73.07000743;88.93548894;79.37283348;74.28140944;53.54098104;89.03959301;84.28944045
chr11:47736896..47736957,-;5.070201393;1.965654433;4.726319253;0.89883377;0.277765335;1.295267294;0.502857851;0.485793783;1.235671;0.650994841;1.576863274;0.6657044;1.295060317;0.85720677;0.248758005;0.991765685;0.526984029;0.909068335;1.184882476;1.918477793;0.690369299;0.888741055;1.068294161;0.387815147;0.791389711;0.982184846;2.536863572;0.460826485
chr11:47788827..47788846,-;6.337751741;8.84544495;7.08947888;1.752327149;1.574003568;1.041729969;1.534826143;4.386453526;1.80254931;1.614093599;5.02421485;3.351295783;2.286258118;3.158019154;2.299766435;1.852985867;2.38450673;1.968264859;2.369764952;1.102517914;1.723883529;0.74843169;2.403661863;5.17086863;3.366518429;9.172526057;1.437749133;3.398057294
chr11:47788847..47788919,-;54.50466497;50.12418805;49.03556225;19.06876208;28.88759489;20.95107555;22.37592483;28.53051942;14.92613588;25.03353478;92.69449198;47.3445763;22.7602908;28.95776149;26.64395874;20.45620796;21.29850939;22.99991762;28.08836797;18.91821762;20.34612361;18.88933291;16.5585595;31.28375521;16.93329162;72.95034713;28.60752114;26.56137415
chr11:47869866..47869914,-;20.28080557;5.8969633;15.95132748;8.223182702;13.14755921;8.454391409;8.932611225;13.87651192;5.627597186;14.96517764;17.39097585;8.902205242;9.220188571;9.687371467;9.349241111;6.253435287;10.76573324;9.275805385;8.583793546;5.566367953;7.743814588;4.926477219;14.15489764;5.429412062;6.839883664;8.157686681;9.362222084;8.869228948
chr11:47870091..47870121,-;1.267550348;1.965654433;1.181579813;0.140186172;0.092588445;0.19238595;0.830373978;0.805941297;0;0.187499908;1.003855603;0.062672474;0.995553654;0.332145942;0.511597729;0.167711935;0.496067303;0.909068335;0.918944359;0.171101947;0.476593312;0.135655401;0;0.258543432;0.814292618;0.426337107;0.119812428;0.370489301
chr11:48002076..48002131,+;34.2238594;19.65654433;34.85660449;0.31080823;2.222122684;2.119791726;43.72360807;59.01420565;1.624940412;0;7.56210075;2.632774025;13.1634543;8.580751323;1.087028777;0.420249275;2.029996697;2.225860825;3.288709311;3.084055509;5.704037519;2.320550705;4.273176646;7.109944367;19.40283968;22.64930866;8.643347517;3.08194491
chr11:48002224..48002276,+;3.802651045;7.862617733;5.31710916;0.475201483;0.370353781;0.455247697;18.0261748;13.55086928;0.318492902;0.029852841;1.928672504;1.259607826;6.232718112;9.146150498;1.285061603;0.925323956;1.084620523;1.283262115;3.687616486;1.882245933;3.921616332;2.599683623;1.602441242;6.075770641;19.17061583;4.903505015;6.176791454;2.54281317
chr11:49230009..49230025,-;11.40795313;1.965654433;1.181579813;0;0.092588445;0;0.23186081;0;0;0;0;0;0;0.024446095;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:49230032..49230058,-;17.74570488;5.8969633;3.54473944;0;0;0;0.193217342;0;0;0;0;0;0;0;0;0.083855967;0;0;0;0;0;0;0;0;0;0;0;0
chr11:49230087..49230098,-;2.535100696;0.982827217;2.363159627;0;0;0;0;0;0;0;0;0;0;0;0;0.083855967;0;0;0;0;0;0;0;0;0;0;0;0
chr11:49230104..49230123,-;5.070201393;0.982827217;3.54473944;0.033509657;0.18517689;0;0.077286937;0;0.047258366;0;0;0;0;0;0;0;0;0;0;0;0.047659331;0;0;0;0;0;0;0
chr11:49230144..49230164,-;10.14040279;3.931308867;2.953949533;0.170622058;0.370353781;0;0.115930405;0.049543721;0;0;0;0;0.272120196;0;0.077904437;0;0;0.162868092;0;0.084996519;0;0;0;0;0.03332433;0;0;0
chr11:506455..506475,+;1.267550348;4.914136083;7.08947888;0.511784912;0.740707561;0.276169132;0.559376936;0.748255749;0.19776914;0.315294135;5.826925036;4.07582903;0.214635702;0.099200152;0.460872549;0.569862713;0.705242731;1.120394023;0.132969058;0.04249826;0.095318662;0.33364337;0.26707354;0.387815147;0.323835483;0.771769445;0.359437283;0.437973381
chr11:506739..506814,-;49.43446358;23.5878532;46.08161272;37.93971151;25.92476464;64.56393886;28.11252608;30.22961298;19.74833381;34.17492678;15.64260124;28.98086907;51.21466232;29.38180018;38.0575774;45.74908737;33.52052019;98.15187332;41.84885526;43.33387285;47.35617959;78.05259105;24.30369217;34.25700468;24.88409525;8.140177613;42.33644541;40.32224851
chr11:506975..507026,+;2.535100696;1.965654433;1.181579813;0.304660688;0.092588445;0.57715785;0.831359504;0.859555931;1.108678369;0.537839529;2.554964684;0.714462952;1.340073526;0.506159371;0.780991523;0.251567902;0.967627371;0.975575161;1.716758709;0.678435749;0.725768296;1.043655829;0.801220621;0.775630295;0.467554228;1.624641779;1.747681497;1.57296697
chr11:507184..507269,-;81.12322229;90.42010393;62.62373011;125.0191162;61.75649292;104.1060243;65.47241203;87.31755077;101.5523901;101.9525328;50.76695584;58.8530308;110.9618108;72.05274057;104.4243139;105.1351493;88.16599541;283.4387445;102.8124773;122.3456151;124.8431614;168.3646335;86.79890061;64.37731445;70.52487909;76.50883977;128.9639904;97.33076972
chr11:5248294..5248308,-;166.0490956;108.1109938;12.99737795;0;0;0;0;0.049543721;0;0;0.037063394;38.04205349;0.285120743;0.581280092;0;0;0;0;0;0.127494779;0;0;0;0;0;0;0;0.205476323
chr11:535515..535592,-;11.40795313;12.77675382;14.17895776;76.97527496;33.14666337;47.42425486;23.2057786;16.19095727;56.10107474;79.30047172;10.97984224;20.50325324;52.94079711;42.20013872;31.80963461;24.51018454;36.08819248;67.10503858;30.54374578;69.6518297;21.70771642;45.36750311;40.06103105;26.37143001;29.91794237;18.15178218;43.41475726;34.62550327
chr11:560703..560743,-;1.267550348;3.931308867;2.953949533;1.614669134;0.555530671;0.108602768;0.348283978;1.187845273;0.55120475;0.8447508;1.414034615;0.322490867;1.17421226;0.26896627;0.077904437;0.083855967;0;0.827634288;0.531876233;0.175709349;0.80883994;1.450622033;0.534147081;1.034173726;1.282860449;0.756425863;0;0.438981409
chr11:560958..561046,+;17.74570488;16.70806268;7.08947888;9.963876447;3.333184026;2.706666594;3.503736319;2.464066844;9.061371385;9.380503204;3.707576721;0.289281262;3.176536733;0.959179241;0.099503202;0.251567902;0.826375898;0.081434046;6.530062428;1.591252264;4.29061733;1.219216273;1.602441242;2.326890884;6.484751055;5.112520184;3.255738139;1.12450786
chr11:5646217..5646260,+;6.337751741;1.965654433;3.54473944;3.065873716;5.092364484;1.367538274;2.933382449;15.0781287;5.914505282;2.825374732;11.10654468;5.670534324;4.974262197;2.239237482;6.282607281;9.403629426;5.810846398;2.747441552;3.191257399;4.580767188;2.460550128;3.112502578;8.01220621;4.007423188;4.917967869;5.611837696;4.478614876;3.519918291
chr11:57004658..57004739,-;1.267550348;1.965654433;22.45001645;0;0;0;0.077286937;0;0;0;0.071076442;4.574477996;0.364795527;0.110715314;0;0;0.0388593;1.853854363;0;0;0.273695653;0;0;0;0;0;0;0
chr11:5706239..5706344,-;41.82916149;17.6908899;26.5855458;15.86168315;31.10971757;15.05171623;20.50993273;8.945529817;28.61954573;17.44381584;27.01654474;9.716127371;15.19547534;17.23856658;18.8939189;15.33945416;20.73088392;10.26210629;22.95903041;11.62458158;15.19626296;10.8686251;20.29758907;17.32240991;23.45741577;3.260322949;17.03021746;12.66641079
chr11:57078929..57078971,-;55.77221532;23.5878532;15.95132748;3.391447154;6.851544942;4.767494725;2.577707025;1.520898285;2.144113422;4.380375426;0.055063114;6.210066617;1.763171526;2.374032227;3.11642784;5.36721664;4.681416452;4.958375157;3.542808379;3.230491351;5.709492305;10.46873823;2.937808944;2.843977747;1.873797376;0;1.772433957;4.551333705
chr11:57078984..57079005,-;8.872852438;0.982827217;2.363159627;0.889612457;1.574003568;3.497047018;1.280654849;2.142379037;0.923224887;1.510384555;0.063261544;0.754181391;1.196466803;2.142561428;1.562946021;2.756618752;2.21017851;3.412761674;0.265938117;3.419139821;0.736666598;1.811694365;3.739029565;1.939075736;0.467047427;0;1.173371818;1.88578534
chr11:57088171..57088174,-;1.267550348;0.982827217;1.181579813;1.578468793;0.833296006;0.611301859;0.481104473;0.247718604;0.725455747;0.41323552;0.102446072;2.257970277;0.399718018;0.061823123;1.462469241;1.415607534;0.948225085;0.827634288;0.265938117;0;0.475224622;0.539453454;0.26707354;0.646358579;0.333750105;0.525345306;0.239624855;0.682905019
chr11:57089774..57089826,-;65.91261811;63.88376908;19.49606692;52.54077404;38.88714697;4.169500252;6.855025945;0.942359718;39.89401202;20.00930878;0.482012251;48.53308256;3.732046561;6.119727883;17.87494235;16.49560266;11.08727378;25.33403614;11.01549326;2.730674721;20.99560839;7.895148703;3.471956025;11.24663927;21.77646916;2.888138626;11.89908566;7.511148797
chr11:57092381..57092433,-;22.81590627;40.29591588;24.22238617;47.8992307;46.38681102;37.80260177;24.23490208;6.255620759;13.88734293;27.05352226;3.054223612;44.34600701;22.39998828;22.76989318;33.58012007;27.00086509;30.25187449;65.36438905;29.93535621;25.57723537;66.93960536;67.8701043;13.35367702;21.71764825;25.20276243;15.3067025;38.09745539;24.81136228
chr11:57103327..57103372,-;27.88610766;25.55350763;24.81317608;61.92772989;65.27485384;72.53108659;39.84210124;26.32790575;23.83137548;82.30440153;17.8947456;21.49405756;47.84316719;69.77798739;49.13051531;31.45948776;47.02765177;57.74641107;34.21952322;67.63020927;36.54314801;59.4758878;69.97326757;28.05196232;24.16546695;23.79893918;38.21331795;37.92226506
chr11:5711010..5711105,+;1.267550348;24.57068042;3.54473944;10.36436965;23.23969973;13.06960304;23.98145148;32.279064;67.03413206;18.04745495;17.45837767;17.25007804;3.78073368;4.639597013;30.22412685;74.62754299;28.54829049;8.701946353;28.06195035;17.00382535;6.804270306;3.334751357;7.210985589;19.26148565;32.5086505;13.34531214;9.147349688;19.83664746
chr11:57175174..57175206,-;7.605302089;0.982827217;3.54473944;0.575811719;0.092588445;0.167566363;0.481104473;0.198174883;0;0.12673082;0.828164754;0;0.505710426;0.161023275;0.575431049;0.083855967;0.075823088;0.422651376;0;0.236598583;0.047659331;0.54727557;0;0;0.233777114;0.064953436;0.119812428;0.128179095
chr11:57176694..57176742,-;2.535100696;6.879790517;2.363159627;0.377827545;0.092588445;0.083783182;0;1.641841892;0;0.412172114;0.870573901;0.062672474;0.86385452;0.428573774;0.994079646;0.336393308;1.227897587;1.479660583;0;0.627017047;0.285955987;0.54727557;0;0.258543432;0.4352435;0.064953436;0;0.625839464
chr11:57182527..57182540,-;1.267550348;1.965654433;0.590789907;0;0;0.346644928;0;0.325720026;0;0.12673082;0.376452949;0;0.487818249;0.086269219;0.440247362;0.189403005;0.262275184;0;0;0.261814777;0.118463983;0.33364337;0;0.129271716;0.166621652;0;0;0
chr11:57185250..57185263,-;1.267550348;0.982827217;0.590789907;0.204131716;0;0.217205537;0;0.247718604;0;0;0.275630703;0.076586394;1.023102706;0;0.077904437;0.77998735;0.528770086;0.894141115;0;0.149298363;0.047659331;0.197987968;0.26707354;0.129271716;0.066648661;0;0;0.068492108
chr11:57193937..57193966,-;11.40795313;4.914136083;4.726319253;0.478275254;0;0.108602768;0;0.521623165;0.159246451;0.382319273;0.04715344;0;0.254492107;0;0.155808873;0.443594043;0.0388593;0;0;0.04249826;0;0;0;0.387815147;0.100479792;0;0;0
chr11:57194098..57194105,-;1.267550348;1.965654433;1.181579813;0;0;0;0;0;0;0;0.028857198;0;0.010582982;0;0;0.063134335;0.208593839;0;0;0;0;0;0;0;0;0;0;0.116752543
chr11:57194111..57194124,-;5.070201393;5.8969633;6.498688973;0;0;0;0;0.291689813;0;0;0.087396656;0.062672474;0.091708965;0.037377028;0.049751601;0.063134335;0.036963787;0;0;0.064301844;0;0;0;0.129271716;0.03332433;0;0;0.116752543
chr11:57194133..57194151,-;5.070201393;15.72523547;8.8618486;0;0;0;0;0;0;0;0.053850362;0.144640631;0.084830702;0;0.184935287;0.296603741;0.263963071;0.081434046;0;0.130907388;0.118463983;0;0;0;0.03332433;0;0;0.304618626
chr11:57194171..57194188,-;8.872852438;7.862617733;4.726319253;0;0;0;0;0.099087442;0;0;0.204219805;0.062672474;0.095413685;0;0.184935287;0.083855967;0.360821604;0;0;0;0;0;0;0;0.290511153;0;0;0
chr11:57194199..57194215,-;1.267550348;4.914136083;1.181579813;0;0;0.083783182;0;0.447692657;0;0;0.07611318;0.062672474;0.137912458;0;0.184935287;0.063134335;0.319485201;0.081434046;0;0;0;0;0;0;0;0;0;0
chr11:57194218..57194247,-;6.337751741;11.7939266;7.08947888;0.036583428;0;0;0;3.929848896;0;0.029852841;0.329960786;0.158554552;1.452081248;0.037377028;0.839244351;1.242649328;1.08446978;0.975575161;0;0.084996519;0;0.403798052;0;0.258543432;0.200452784;0;0;0
chr11:57194550..57194617,-;77.32057124;80.59183177;60.85136039;28.58967888;11.94390943;46.58983271;9.763678454;121.1335763;12.54033447;30.01283203;61.28701239;7.060764837;104.9569921;41.32739482;38.53113827;42.70882573;56.53494796;59.9856225;3.022771195;51.40160762;17.43752034;42.61706971;17.09270658;23.7859957;18.39595056;1.914390824;3.639927881;28.68268291
chr11:57194879..57194890,-;15.21060418;5.8969633;7.680268787;0;0.18517689;0.083783182;0.0777797;0;0;0;0.014026937;0.081968158;1.041428814;0.037377028;0;0.380459708;0.243716841;0.894141115;0;0.04249826;0.392159636;0.341465486;0;0;0;0;0;0.059686988
chr11:57194919..57194936,-;36.7589601;16.70806268;20.67764673;0.463289486;0;1.742985753;0.558884173;0.156002843;0.649301463;0.562499725;0.133146817;1.140875736;5.637960546;0.099200152;2.428396051;13.22885596;7.697650676;2.618103836;0;3.057010359;0.595050637;1.276894876;0;6.851400935;1.674358195;0.04428828;0;1.759825025
chr11:57194948..57194962,-;3.802651045;1.965654433;1.181579813;1.270351246;0;0.601977437;0.038643468;0;0.253763183;0.253461641;0.055478854;0.217972609;0.665485407;0.097784381;0.205560474;2.319240419;1.515843185;0.37419378;0.132969058;0.737315644;0.439818967;0.612776288;0.26707354;1.163445442;0.099972991;0;0.694122107;0.5978107
chr11:57227981..57228020,+;79.85567194;212.2906788;36.03818431;0.676259428;0;4.87793677;0.853112882;14.75009999;0.312446113;0.412172114;4.365294544;1.193381025;6.734804136;1.952903969;6.193573667;6.904794286;2.520000376;29.71704778;0;3.687867511;6.50196584;6.292532087;0.801220621;1.551260589;0.591443729;0.743630618;0.119812428;0.450407961
chr11:57228029..57228040,+;6.337751741;19.65654433;5.907899067;0;0;0.217205537;0;1.069904861;0;0;0.019566319;0.076586394;0.133509719;0;0.127656038;0.12626867;0.152282493;0;0;0.169993038;0;0.197987968;0;0;0;0;0;0.068492108
chr11:57282327..57282342,-;25.35100696;4.914136083;14.17895776;1.29156582;1.018472897;2.135286891;0.117408694;0.944158888;0;0.029852841;0.277568903;0.062672474;1.435210031;0.683252562;0.553821681;1.031555252;0.242872898;0.959713249;0.265938117;0.981848355;1.915869569;1.997897603;1.335367702;0.646358579;0;0.119475234;0.119812428;0.558355384
chr11:57282349..57282368,-;5.070201393;1.965654433;5.907899067;1.191036848;0.277765335;1.091369142;0;0.156002843;0;0.12673082;0.028455536;0;0.313754106;0.537932539;0.419622175;0.506728378;0.250454949;0.975575161;0;0.261814777;0.939550941;0.745263538;0.26707354;0.387815147;0;0;0;0
chr11:57282370..57282389,-;19.01325522;9.828272167;10.63421832;1.605366558;0.648119116;2.325485061;0.234817388;0.177088863;0;0.09687798;0.307203792;0.163936315;0.653084095;0.863118073;0.539750564;0.273258973;0.226210068;3.852527589;0;2.18942149;0.593688605;0.617430253;0.26707354;0.90490201;0;0;0;0.333655418
chr11:57283164..57283241,-;130.5576859;153.3210458;108.7053428;3.195689314;2.129534239;11.86629675;2.351266609;4.136935753;0;1.23970656;2.935383923;5.248245961;9.070660819;5.419861075;9.466522981;15.67972522;5.84863537;27.31035157;6.456288613;7.099584774;13.72292106;16.07541915;3.739029565;8.402661524;2.220535767;0.525147185;3.949860246;4.369246969
chr11:57298172..57298182,-;2.535100696;0.982827217;1.77236972;0.719071662;0.462942226;0.840019597;1.638009051;1.808517184;1.037901861;2.041968033;1.07806342;1.172465951;1.527246763;2.656355315;1.46344282;1.624762733;1.298875925;3.984052623;0.265938117;2.809566068;0.58279696;2.724348757;3.471956025;0.646358579;1.049083335;0.143098358;0.599062139;1.495602537
chr11:57298187..57298243,-;41.82916149;36.36460702;56.12504113;37.29498835;15.74003568;47.37837385;20.77205258;38.92918642;47.87830441;55.22350615;12.3557743;42.16149764;37.23476015;45.13655258;39.58105056;31.04973103;43.85691681;68.95953811;34.73956041;87.20174641;28.04491432;51.3333872;59.5573995;27.66414717;27.53708625;26.27304463;29.04516567;33.60242318
chr11:57335090..57335155,-;338.435943;129.7331926;181.9632913;34.98051439;39.62785453;86.9715182;46.5383613;100.4377038;28.41164045;29.20386388;66.7946806;7.732397365;72.38565274;54.46208113;95.67907664;161.7559121;74.5530906;140.0921579;101.311561;50.06554705;105.4096682;86.83380138;21.09880969;38.91078644;83.27735279;7.657508399;41.02746169;47.83110794
chr11:57335291..57335356,-;2.535100696;0.982827217;1.181579813;1.361740169;1.296238232;2.69874476;1.395106964;1.028502967;0.775403001;0.403789251;0.869173843;0.081968158;0.966969044;1.956161396;1.519748491;2.535295587;1.370364813;2.908676252;3.276870263;1.227708992;2.199094834;2.31589674;0.801220621;0.387815147;1.226633211;0.04428828;1.268431786;1.37723659
chr11:57335677..57335699,-;1.267550348;0.982827217;1.77236972;0.283446115;0.277765335;0.493374669;0.310626036;0.131616056;0.094516731;0.254525047;0.096388047;0;0.39412837;0.319274231;0.149254803;0.083855967;0.397687221;0;0.531876233;0.525724777;1.022609269;0.197987968;0.534147081;0;1.282353648;0.109043596;0.119812428;0.324850298
chr11:57335750..57335798,-;2.535100696;0.982827217;0.590789907;0.66127366;0.925884452;0.636121445;0.814469413;0.846611739;0.245027506;0.119411364;0.902205833;0.144640631;0.767153681;0.921802213;0.810107334;2.807585121;1.100507578;2.210933606;1.571950602;0.516804334;1.902247202;1.92774292;0.801220621;0.258543432;1.987265454;0.04428828;0;0.725989795
chr11:57365150..57365170,+;10976.98602;8344.20307;5857.681925;1.191884284;1.851768903;13.43970907;35.39136022;4.275567;1.766030887;2.651699101;4.067204562;542.0617299;91.13254479;30.69166059;85.0198809;330.1797888;57.79180647;1501.01045;43.935364;89.14359946;630.4198271;111.0801062;4.807323726;3.748879757;417.4331832;2.259809326;0.574309679;26.32840782
chr11:57365611..57365622,+;8.872852438;9.828272167;13.58816785;1.350211259;0.277765335;0.514211292;1.873254859;2.070325088;0.094516731;0.854197069;0.023036457;1.324511669;0.379245814;1.183808074;1.319768509;3.459650104;2.012767872;0.894141115;0.785975301;1.438882903;5.909645925;0.954241774;0;0.258543432;22.1273951;0.054521798;0;1.271977805
chr11:57365628..57365639,+;7.605302089;0.982827217;2.953949533;0.390122629;0.277765335;0;0.621252072;1.133499187;0.094516731;0.127794226;0;0.41990395;0.017461245;0.909297166;0.5679034;1.745785132;1.367485899;1.349768941;0.918944359;0.343398686;3.184936416;1.314966632;0;0.129271716;24.19759085;0;0;0.503911261
chr11:57365657..57365748,+;361.2518492;313.5218821;208.5488371;18.51942366;8.332960064;8.664023616;48.29136504;18.38319432;2.273557252;5.285895315;1.100725756;26.37158194;20.21035726;33.45947288;22.40889599;82.92423827;28.24230978;92.05465503;29.08744614;39.73212856;250.2286491;91.3836854;2.136588323;7.62703123;818.2354394;0.620603055;0.574309679;20.3730873
chr11:57365750..57365764,+;253.5100696;146.4412553;57.30662095;0.3931964;0;0.50269909;1.004730176;0.263232112;0.047258366;0.12673082;0;0.385163341;2.102382702;0.973892608;1.619262295;4.300832912;1.63203056;6.355349068;0.918944359;2.507055703;8.577186466;3.370542837;0;0.129271716;10.59073891;0.064953436;0;0.546928832
chr11:57367344..57367360,+;1030.518433;572.9882673;262.9015085;2.413600808;0.925884452;2.285170309;7.068862468;1.364202684;0.236291829;1.046889622;0.139528788;2.954665071;6.679678241;1.386703909;10.32931325;31.34197882;7.315827748;28.69263426;3.30054836;6.407756123;48.55473527;9.966218191;0.801220621;0.387815147;83.67359516;0.27260899;0;2.526613611
chr11:57367366..57367382,+;150.8384914;64.8665963;66.16846955;0.036583428;0.092588445;0.251349545;0.387420209;0.082072335;0;0;0;0.700549032;0.50399806;0;0.311617746;0.968420917;0.189038655;2.682423344;0;0.169993038;2.212717201;0;0;0.129271716;4.059201294;0;0;0.059686988
chr11:57367398..57367412,+;106.4742293;62.90094187;64.98688973;0.249936457;0.092588445;0.251349545;0.927936003;0.181159777;0.047258366;0.09687798;0.014026937;0.930308214;0.643200592;0.220074079;1.30667097;4.834498633;1.005448543;2.081041963;0.132969058;1.215167462;5.12808401;0.542621605;0;0.129271716;13.71356389;0;0;0.647079164
chr11:57367417..57367441,+;333.3657416;192.6341345;143.5619473;1.10612052;0.462942226;0.586482272;2.396387799;0.131616056;0.047258366;0.283314482;0.014026937;1.174189364;3.309109102;0.71779805;2.726916259;12.16974956;2.181847376;7.137267005;1.583789651;2.001939718;14.95393604;4.623176901;0.26707354;0.646358579;36.56534378;0.109043596;0;0.540745145
chr11:57367449..57367472,+;141.965639;69.78073238;139.426418;0.210279258;0.277765335;0.335132727;0.541994083;0.049543721;0;0.12673082;0.016013328;0.641130975;0.935037014;0.328017074;0.489998963;3.190667965;0.647090601;2.76385739;0.132969058;0.49158814;3.984260061;1.656432117;0;0;8.09904729;0;0;0.244931638
chr11:57367460..57367471,-;8.872852438;6.879790517;1.77236972;0.033509657;0;0;0.038643468;0;0;0;0;0;0.50399806;0;0.049751601;0.398558204;0.132825479;0;0;0;0;0;0;0;0.433723096;0;0;0
chr11:57367475..57367505,+;910.10115;424.5813576;433.6397915;1.383720916;0.833296006;1.725302807;5.754491782;0.246217006;0.047258366;0.663506943;0.120199703;1.552351552;4.805736909;1.497478444;5.568391018;26.19883632;3.854215343;8.568469992;3.699455535;5.554425571;33.3080843;4.661596132;0.26707354;0.129271716;60.97829919;0.109043596;0;1.654834481
chr11:57367546..57367628,-;196.470304;127.7675382;122.8843006;0.210279258;0;0.167566363;0.890278061;0.541977733;0.312446113;0.345146975;0;3.217845383;2.871354469;1.032943413;1.24283765;5.416244132;1.253273491;9.880333921;0.265938117;1.529595733;8.597587748;2.269208405;0.534147081;0.387815147;16.87623933;0;0;0.737416347
chr11:57367575..57367593,+;35.49140975;42.26157032;14.76974767;0.466363257;0.092588445;0.335132727;0.193710105;0.082072335;0.047258366;0;0;3.383505112;0.358079849;0.548091153;1.014704833;4.645095628;1.100521018;5.576172376;0.531876233;0.768381282;3.390571456;2.556610429;0.26707354;0;10.8049739;0;0;0.26516331
chr11:57367761..57367773,+;3.802651045;3.931308867;0.590789907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04249826;0;0;0;0;0.03332433;0;0;0
chr11:57367798..57367814,+;93.79872577;74.69486847;24.81317608;0.070093086;0.18517689;0.083783182;0.116423168;0.246217006;0;0;0;0.564544581;0.722875376;0.145320023;1.03533002;3.017709758;0.929887809;2.893749032;0.398907175;0.908209113;1.891368875;0.612776288;0.26707354;0;7.651324021;0;0;0.498668396
chr11:57369507..57369525,+;27.88610766;9.828272167;10.04342841;0;0;0;0.038643468;0.082072335;0;0.09687798;0;0.062672474;0.291836422;0.024446095;0;0.296603741;0.246248672;1.105466803;0.265938117;0;0.55828295;0;0;0;1.2022099;0;0;0
chr11:57369533..57369550,+;24.08345662;24.57068042;11.81579813;0.073166857;0;0;0.038643468;0.049543721;0;0;0;0.250689894;0;0.194212213;0;0;0.037807731;0;0;0;0.761173951;0;0;0;0.599837947;0;0;0.136984215
chr11:57369557..57369569,+;17.74570488;9.828272167;5.907899067;0.036583428;0;0;0;0.049543721;0;0;0;0.221227025;0.145918211;0.024446095;0.497526612;0.740197783;0.075615462;0;0.520037185;0.04249826;0.190637325;0;0;0;0.533696087;0;0;0.048260436
chr11:57369581..57369612,+;48.16691323;53.0726697;14.17895776;0.033509657;0;0.346644928;0;0;0;0;0;0.081968158;0.50399806;0.024446095;0.077904437;1.05490002;0.226002442;0;0;0.127494779;0.987210272;0;0;0;2.350759425;0;0;0
chr11:57373478..57373510,+;36.7589601;15.72523547;7.680268787;0.073166857;0;0;0.077286937;0.082072335;0;0;0;0.201931341;0.010582982;0;0.149254803;0.803332118;0.151230924;0;0.520037185;0.151602064;0.58279696;1.314966632;0;0;2.025403538;0;0;0.068492108
chr11:57373538..57373562,+;30.42120836;22.60502598;7.680268787;0;0;0.083783182;0.077286937;0;0;0;0;0.41990395;0.072959105;0;0.262839724;0.335423869;0.095017748;0;0.132969058;0.127494779;0.261441977;0.135655401;0;0;1.302182891;0;0;0.059686988
chr11:57373586..57373605,+;21.54835592;16.70806268;5.907899067;0;0;0;0.115930405;0.082072335;0.047258366;0;0;0.144640631;0;0.145320023;0.127656038;1.036801524;0.113423193;0.975575161;0.132969058;0.151602064;0.796572947;0.406966204;0;0;1.594214448;0;0;0
chr11:57373616..57373660,+;45.63181254;44.22722475;12.40658804;0;0.18517689;0;0.193217342;0.049543721;0;0;0;0.163936315;0.510713738;0.024446095;0.262839724;0.482414171;0.227843227;0;0.520037185;0.234294882;1.011724283;0.135655401;0;0.129271716;3.12130629;0.04428828;0;0.116752543
chr11:57379183..57379208,+;124.2199341;109.0938211;39.58292375;0.067019315;0;0.167566363;1.078139352;0.082072335;0;0;0;0.125344947;1.65791239;0.182697051;0.468400198;1.261432083;0.494545754;0.894141115;0;0.515695426;2.152804193;0.740609574;0;0;3.384827269;0;0;0.293192074
chr11:57379316..57379349,+;34.2238594;11.7939266;9.452638507;0.033509657;0.092588445;0;0.077286937;0;0;0;0.032026656;0.280645082;0.218877316;0.024446095;0;0.656341816;0.15038698;0;0.132969058;0.260705868;0.821086958;0.271310803;0;0;2.586056942;0;0;0.116752543
